specific_dialogue_content,interaction_strategy,call_type,is_fraud,fraud_type
"音频内容：

left: 喂，您好，这边是华清银行的客服专员，我是李华，您是张先生吗？
right: 是的，有什么事吗？
left: 张先生，我们注意到您最近在寻找投资的机会，我们有一个非常不错的投资平台，收益稳定，风险低。您有兴趣了解一下吗？
right: 这个投资平台听起来不错，能详细说说吗？
left: 当然可以，我们这个平台是由多位资深金融专家精心打造的，主要投资于股票和债券市场。目前已经有数百位投资者在使用，反馈都很好。
right: 听上去挺吸引人的，但是怎么操作呢？
left: 您只需要下载我们的APP注册并完成实名认证就可以开始投资了。
left: 为了方便您操作，我呢可以发送一个链接给您，然后点击链接就可以直接下载我们的APP。
right: 好的，我试试看。
left: 太好了，我这就把链接发给您。然后您下载后有任何问题都可以随时联系我，我会为您提供全程指导。
right: 谢谢，我会注意查收的。
left: 张先生期代您再加入。如果有任何疑问，随时欢迎咨询，祝您投资顺利。



**",Clarity,咨询客服,True,投资诈骗
"音频内容：

left: 喂，你好，我是社区服务中心的小张。
left: 最近我们这里有新的健身课程开放，然后想了解一下吗？
right: 你好，我最近确实想开始锻炼有什么什么推荐的课程吗？
left: 当然有啦，我们这周新开了一门瑜伽班，还有高强度间歇训练课程。那就是你对哪一种更感兴趣。
right: 瑜伽听起来不错，我之前尝试过，就感觉挺放松的。
left: 非常适合放松身心课程，每周一上午到晚上7点开课，每次喝一个小时。
right: 时间定下很合适，我需要提前预约。
left: 嗯，是的，为了网上每个会员都有足够的练习空间，我们需要提前预约。你可以通过我们的官方网站或者微信小程序这个预约。
right: 好的，我会去看看了，谢谢你的推荐。
left: 不客气，没有任何问题，随时可以联系我，祝你专业愉快。
right: 谢谢。



**",Relevance,预约服务,False,
"音频内容：

right: 喂，你好。
left: 你好，我是小王。我想咨询一下你们的理发预约服务。
right: 你好，小王，请问有什么可以帮助你的？
left: 我想预约一个理发，看看明天下午有没有空。
right: 好的，我要查一下。明天下午3点到5点，有空档，你方便哪个时间？
left: 3点钟可有来得及，请问需要提前多久到？
right: 为了确保服务顺利，建议你提前15分钟到达。
left: 好的，那我就这些还是要支付定金。
right: 不需要定金，然后你来的时候直接支付服务费用就可以了。
left: 明白了，谢谢你的帮助。
right: 不客气，如果有其他问题随时联系我，祝你有个美好的一天。



**",Factual Authenticity / Truthfulness,预约服务,False,
"音频内容：

left: 喂，你好，我是农商银行的李经理。现在有一个特别好的贷款项目可以帮你解决资金周转的问题。就你有兴趣了解一下吗？
right: 贷款我现在资金周转其实挺好的，不需要贷款。
left: 那这是太好了。
left: 不过，万一以后有什么。
left: 需要的话可以考虑一下。其实我们这里有一个特别优惠的活动，只要你下载我们的APP，那就可以享受更低的这个利率哦。
right: 下载APP那这个APP叫什么？
left: 这个APP叫做金财通，你可以在手机应用商店搜索京财通下载，然后下载后注册并填写一些基本信息，然后就可以看到具体的利率优惠。
right: 好的，我试试看。
left: 太好了，你下载后有任何问题都可以联系我。我的电话是13812345678。对，为了确保你的信息更加安全，你可以在注册时输入这个邀请码。嗯，123456这样嗯，还可以享受额外的利优惠。
right: 好的，那我记下来谢谢你的推荐。
left: 不客气，有任何问题随时联系我，祝你生活愉快，再见。



**",Clarity,咨询客服,True,银行诈骗
"音频内容：

left: 您好，这里是某某银行客服中心。您最近有一笔异常交易记录，需要尽快核实，以免账户被冻结。那请问您方便现在确认一下吗？
right: 你好，我最近确实没有注意到有异常交易，可能是我疏忽了，你们能帮我查一下具体是哪一笔吗？
left: 当然可以，为了确保您的账户安全，我需要先核对一下你的身份信息。请问您可以告诉我您的全名和身份证号码吗？这样我们可以更快地找到。
right: 好的，我叫张伟啊，身份证号码是XXXXXXXXXXXXXXXXXXXXX。
right: アク。
left: 好的，我已经记录了您的信息，我们会尽快处理并回复您，感谢您的配合，祝您生活愉快，再见。
right: 好的，那谢谢你们的帮助。



**",Clarity,咨询客服,True,银行诈骗
"音频内容：

left: 喂，你好，这边是京东快递客服专员，你有一个包裹需要处理。
right: 哦，您好，是什么问题呢？
left: 你的包裹在运输过程中不慎丢失，为了补偿你，我们准备给你退款。
right: 好的，那怎么操作呢？
left: 你需要点击我们发送的链接，按照页面提示操作填写银行卡信息。我们会在一个工作日内将款项退到你的银行卡。
right: 这样那我等会儿就看看链接。
left: 好的，链接售后会发送到你的手机上，请注意查收哦，如果有任何问题的话，可以随时联系我。我的微信是JDKUAIDI888。
right: 好的，谢谢。
left: 不要谢，祝你生活愉快。
right: 再见。



**",Clarity,咨询客服,True,客服诈骗
"音频内容：

left: 喂，你好，我是小明。最近在你们店看上了一款手机，想问问现在还有货吗？
right: 你好，小明，我是店里的小张。那款手机目前我们店里还有库存，你方便过来取吗？
left: 好的，那这款手机的这个具体配置和价格就能再跟我详细说一下吗？
right: 这款手机是今年新出的旗舰机，配置，有高通骁龙处理器，12加256的内存组合，这个价格是3999元。
left: 听起来不错，我还想了解一下你们店有什么优惠活动吗？
right: 有的最近购买这款手机可以享受满减优惠，还有机会获赠原装耳机那一副。
left: 那太好了，那我打算这周末过来，你们周日营业。
right: 我们周日正常营业，你可以随时过来。如果确定时间，我还可以帮你这个预留。
left: 那我打算周日下午3点过来，麻烦你帮我预留一下。
right: 好的，已经帮您预约好了。周日下午3点见路上注意安全。



**",Clarity,日常购物,False,
"音频内容：

left: 你好，这里是某某银行的客服中心，我是客服代表小张。我们检测到您的账户呢有异常活动。为了您的资金安全呢，需要您配合我们进行一个简单的身份验证。
left: 您可以提供一下您的姓名和身份证号码吗？
right: 哦，小张，你好，你说我的账户有一场活动，这可真让人担心。我叫李建国，身份证号码是呃身份证号码是3701021954年6月15日出生，这样可以吗？
left: 李建国先生，感谢您的配合。我们已经记录了您的信息，会进一步调查账户的异常活动。
left: 如果需要进一步确认，我们会再次与您联系，感谢您的理解，祝您生活愉快。再。
right: 好的，谢谢你们的帮助，希望一切顺利再见。



**",Relevance,咨询客服,True,银行诈骗
"音频内容：

left: 欢迎光临，我是店员小张，有什么我可以帮您的吗？
right: 你好，小张，我是来买些学习资料的，你这里有什么适合高中生的辅导书吗？
left: 有的我们这里有很多适合高中生的辅导书，包括各个科目的复习资料和习题。
left: 那您是需要特定科目的辅导书吗？
right: 数学和英语的辅导书各来一本吧。
left: 好的，数学方面，我们推荐高考数学必刷题，英语方面可有新概念，英语第两册，这两本书都很受欢迎，适合高中生使用。您看可以吗？
right: 可以，就就这两个。
left: 好的，数学、高考数学必刷题，然后和英语。然后新概念英语第两册已经为您准备好，您可以直接去收银台结账。
left: 如果还有其他需要，随时告诉我。
left: 感谢您的光临。
right: 好的，谢谢你的帮注，我会去结账了。



**",Factual Authenticity / Truthfulness,日常购物,False,
"音频内容：

left: 喂，你好。
left: 我是工商银行的客户经理小李。最近呢我们有一个特别好的投资理财项目。
left: 年化收益高达12%。
left: 你有兴趣了解一下吗？
right: 哦，真的吗？听起来不错，但是我不是很懂这些。
left: 没问题，我可以加你微信。
left: 然后给你发一些资料，你看看有没有兴趣。
right: 可以的，你加我吧。
left: 好的，我马上下你，你注意查收。另外呢，我还想提醒你，这个项目是限实的，错过就就没有了。
right: 好的，我会注意的。
left: 还有一个事情就是我这边有一个特别优惠的二维码，你扫一下，可以领到新用户大礼包，然后里面有一些实用的礼品。
right: 好的，我扫一下。
left: 太好了，你扫完之后，我就可以直接带你进入高级会员通道，然后享受更多优惠。
right: 好的，那我马上扫。



**",Relevance,咨询客服,True,投资诈骗
